approved,drug_id,experimental,illicit,investigational,name,nutraceutical,smile,vet_approved,withdrawn,adrs
0,DB06334,0,0,1,Tucidinostat,0,NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CN=CC=C2)C=C1,0,0,
1,DB06335,0,0,0,Saxagliptin,0,N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,0,0,"14, 08, 10, 20, 02, 11, 24, 01, 17, 22, 05, 23, 13, 07"
0,DB06345,0,0,1,AR-9281,0,CC(=O)N1CCC(CC1)NC(=O)NC12CC3CC(CC(C3)C1)C2,0,0,
0,DB06346,0,0,1,Fiboflapon,0,CCOC1=CC=C(C=N1)C1=CC=C(CN2C(CC(C)(C)C(O)=O)=C(SC(C)(C)C)C3=CC(OCC4=CC=C(C)C=N4)=CC=C23)C=C1,0,0,
0,DB06347,0,0,1,Cenisertib,0,[H][C@@]12C[C@@]([H])(C=C1)[C@@H]([C@@H]2NC1=C(F)C=NC(NC2=CC=C(N3CCN(C)CC3)C(C)=C2)=N1)C(N)=O,0,0,
0,DB06350,0,0,1,Elinogrel,0,CNC1=C(F)C=C2C(NC(=O)N(C2=O)C2=CC=C(NC(=O)NS(=O)(=O)C3=CC=C(Cl)S3)C=C2)=C1,0,0,
0,DB06354,0,0,1,Tezampanel,0,[H][C@]1(CCC2=NN=NN2)CC[C@@]2([H])CN[C@@]([H])(C[C@@]2([H])C1)C(O)=O,0,0,
0,DB06358,0,0,1,Iclaprim,0,COC1=CC(CC2=CN=C(N)N=C2N)=C2C=CC(OC2=C1OC)C1CC1,0,0,
0,DB06362,0,0,1,Becatecarin,0,CCN(CC)CCN1C(=O)C2=C(C1=O)C1=C(N([C@@H]3O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]3O)C3=C(Cl)C=CC=C13)C1=C2C2=C(N1)C(Cl)=CC=C2,0,0,
0,DB06364,0,0,1,XR5944,0,[H]N(CCN([H])CCN([H])C(=O)C1=CC=CC2=NC3=CC=CC(C)=C3N=C12)CCN([H])C(=O)C1=CC=CC2=NC3=CC=CC(C)=C3N=C12,0,0,
0,DB06365,0,0,1,Sapacitabine,0,CCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1C#N,0,0,
0,DB06367,0,0,1,Relacatib,0,CC(C)C[C@H](NC(=O)C1=CC2=CC=CC=C2O1)C(=O)N[C@H]1CC[C@@H](C)N(CC1=O)S(=O)(=O)C1=CC=CC=N1,0,0,
0,DB06368,0,0,1,Alamifovir,0,COC1=CC=C(SC2=C3N=CN(CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)C3=NC(N)=N2)C=C1,0,0,
0,DB06370,0,0,1,Indisulam,0,NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC2=C1NC=C2Cl,0,0,
0,DB06374,0,0,1,Elacestrant,0,CCNCCC1=CC=C(CN(CC)C2=C(C=CC(OC)=C2)[C@@H]2CCC3=CC(O)=CC=C3C2)C=C1,0,0,
0,DB06393,0,0,1,Xaliproden,0,FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC3=CC=CC=C3C=C2)CC1,0,0,
0,DB06395,0,0,1,Abafungin,0,CC1=CC=C(OC2=CC=CC=C2C2=CSC(N=C3NCCCN3)=N2)C(C)=C1,0,0,
0,DB06397,0,0,1,Nicaraven,0,CC(CNC(=O)C1=CC=CN=C1)NC(=O)C1=CC=CN=C1,0,0,
1,DB06401,0,0,1,Bazedoxifene,0,CC1=C(N(CC2=CC=C(OCCN3CCCCCC3)C=C2)C2=C1C=C(O)C=C2)C1=CC=C(O)C=C1,0,0,"08, 10, 21, 24, 02, 19, 07, 17, 06, 11, 22, 23, 13, 15, 14"
1,DB06402,0,0,0,Telavancin,0,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,0,0,"08, 24, 02, 07, 17, 23, 20, 15, 14"
1,DB06403,0,0,1,Ambrisentan,0,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,0,0,"08, 10, 13, 21, 04, 24, 09, 19, 11, 17, 07, 02, 01, 22, 23, 20, 15, 12, 14"
0,DB06405,0,0,1,Eprodisate,0,OS(=O)(=O)CCCS(O)(=O)=O,0,0,
0,DB06408,0,0,1,Taribavirin,0,NC(=N)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0,0,
0,DB06409,0,0,1,Morphine glucuronide,0,[H][C@]12C=C[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4O,0,0,
1,DB06410,0,0,0,Doxercalciferol,0,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C,0,0,"08, 13, 21, 02, 11, 19, 01, 07, 06, 17, 24, 22, 05, 23, 20, 15, 12, 14"
1,DB06412,0,1,0,Oxymetholone,0,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)\C(C[C@]12C)=C/O,0,0,"08, 21, 20, 16, 09, 07, 01, 17, 24, 19, 11, 22, 05, 23, 13, 15, 14"
1,DB06413,0,0,1,Armodafinil,0,NC(=O)C[S@@](=O)C(C1=CC=CC=C1)C1=CC=CC=C1,0,0,"08, 10, 20, 02, 24, 19, 07, 17, 06, 01, 22, 23, 13, 12, 14"
1,DB06414,0,0,0,Etravirine,0,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,0,0,"21, 04, 24, 17, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15"
0,DB06419,0,0,1,Cethromycin,0,[H][C@]12N=C(O)O[C@]1(C)[C@@]([H])(CC)OC(=O)[C@]([H])(C)C(=O)[C@]([H])(C)[C@@]([H])(O[C@]1([H])O[C@]([H])(C)C[C@]([H])(N(C)C)[C@@]1([H])O)[C@@](C)(C[C@@]([H])(C)C(=O)[C@]2([H])C)OCC=CC1=CC2=CC=CC=C2N=C1,0,0,
0,DB06420,0,0,1,Annamycin,0,C[C@@H]1O[C@@H](O[C@H]2C[C@@](O)(CC3=C2C(O)=C2C(=O)C4=CC=CC=C4C(=O)C2=C3O)C(=O)CO)[C@H](I)[C@H](O)[C@H]1O,0,0,
0,DB06421,0,0,1,Declopramide,0,CCN(CC)CCNC(=O)C1=CC=C(N)C(Cl)=C1,0,0,
0,DB06422,0,0,1,Ticalopride,0,CO[C@H]1CNCC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC,0,0,
0,DB06429,0,0,1,Talnetant,0,CCC(NC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1,0,0,
0,DB06433,0,0,1,Tezacitabine,0,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)\C1=C/F,0,0,
0,DB06435,0,0,1,Tarazepide,0,CN1C2=CC=CC=C2C(=N[C@H](NC(=O)C2=CC3=CC=CC4=C3N2CCC4)C1=O)C1=CC=CC=C1,0,0,
0,DB06436,0,0,1,Semaxanib,0,CC1=CC(C)=C(N1)\C=C1/C(=O)NC2=CC=CC=C12,0,0,
0,DB06440,0,0,1,Ravuconazole,0,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,0,0,
1,DB06441,0,0,0,Cangrelor,0,CSCCNC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC(SCCC(F)(F)F)=N1,0,0,"14, 08, 10, 13, 02, 24, 19, 01, 17, 11, 22, 20, 15, 12, 07"
0,DB06442,0,0,1,Avasimibe,0,CC(C)C1=CC(C(C)C)=C(CC(=O)NS(=O)(=O)OC2=C(C=CC=C2C(C)C)C(C)C)C(=C1)C(C)C,0,0,
0,DB06444,0,0,1,Dexanabinol,0,CCCCCCC(C)(C)C1=CC(O)=C2[C@H]3CC(CO)=CC[C@@H]3C(C)(C)OC2=C1,0,0,
0,DB06445,0,0,1,Diethylnorspermine,0,CCNCCCNCCCNCCCNCC,0,0,
0,DB06446,0,0,1,Dotarizine,0,C(CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1)CC1(OCCO1)C1=CC=CC=C1,0,0,
0,DB06447,0,0,1,E5531,0,[H]N([C@H]1[C@@H](OP(O)(O)=O)O[C@H](CO[C@@H]2O[C@H](COC)[C@@H](OP(O)(O)=O)[C@H](OCC[C@@H](CCCCCCC)OC(=O)CCC\C=C/CCCCCC)[C@H]2N([H])C(=O)CC(=O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OCC[C@H](O)CCCCCCC)C(=O)CC(=O)CCCCCCCCCCC,0,0,
0,DB06448,0,0,1,Lonafarnib,0,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,0,0,
0,DB06451,0,0,1,Aprinocarsen,0,[H]C1(O)CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])COP(O)(=S)OC1([H])CC([H])(OC1([H])CO)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=C(C)C(O)=NC1=O)N1C=CC(=N)N=C1O)N1C=C(C)C(O)=NC1=O)N1C=CC(=N)N=C1O)N1C=NC2=C1NC(=N)N=C2O)N1C=CC(=N)N=C1O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=NC2=C1NC(=N)N=C2O)N1C=NC2=C(N)N=CN=C12)N1C=NC2=C1NC(=N)N=C2O)N1C=C(C)C(O)=NC1=O)N1C=C(C)C(O)=NC1=O)N1C=C(C)C(O)=NC1=O)N1C=CC(=N)N=C1O)N1C=NC2=C(N)N=CN=C12,0,0,
0,DB06454,0,0,1,Sarizotan,0,FC1=CC=C(C=C1)C1=CN=CC(CNC[C@H]2CCC3=CC=CC=C3O2)=C1,0,0,
0,DB06455,0,0,1,Meclinertant,0,COC1=CC=CC(OC)=C1C1=CC(=NN1C1=C2C=CC(Cl)=CC2=NC=C1)C(=O)NC1(C2CC3CC(C2)CC1C3)C(O)=O,0,0,
0,DB06457,0,0,1,Tecastemizole,0,FC1=CC=C(CN2C(NC3=CC=CC=C23)=NC2CCNCC2)C=C1,0,0,
0,DB06458,0,0,1,Remacemide,0,CC(CC1=CC=CC=C1)(NC(=O)CN)C1=CC=CC=C1,0,0,
0,DB06460,0,0,1,Enrasentan,0,CCCOC1=CC=C2[C@@H]([C@H]([C@@H](C2=C1)C1=CC=C(OC)C=C1OCCO)C(O)=O)C1=CC=C2OCOC2=C1,0,0,
0,DB06461,0,0,1,Squalamine,0,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCN)OS(O)(=O)=O,0,0,
0,DB06465,0,0,1,FK-960,0,CC(=O)N1CCN(CC1)NC(=O)C1=CC=C(F)C=C1,0,0,
0,DB06468,0,0,1,Cariporide,0,CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)NC(N)=N,0,0,
0,DB06469,0,0,1,Lestaurtinib,0,C[C@]12O[C@H](C[C@]1(O)CO)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C3C(=O)NC4)C3=CC=CC=C3N21,0,0,
0,DB06470,0,0,1,Clomethiazole,0,CC1=C(CCCl)SC=N1,0,0,
0,DB06471,0,0,1,Naxifylline,0,[H][C@]12O[C@@]1([H])[C@@]1([H])C[C@]2([H])C[C@@H]1C1=NC2=C(N1)N(CCC)C(=O)C(CCC)C2=O,0,0,
0,DB06472,0,0,1,Fradafiban,0,NC(=N)C1=CC=C(C=C1)C1=CC=C(OC[C@@H]2C[C@@H](CC(O)=O)C(=O)N2)C=C1,0,0,
0,DB06477,0,0,1,Sumanirole,0,CN[C@H]1CN2C(=O)NC3=CC=CC(C1)=C23,0,0,
0,DB06478,0,0,1,Porfiromycin,0,CO[C@]12[C@@H]3[C@H](CN1C1=C([C@H]2COC(N)=O)C(=O)C(N)=C(C)C1=O)N3C,0,0,
0,DB06479,0,0,1,Propentofylline,0,CCCN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C,0,0,
1,DB06480,0,0,0,Prucalopride,0,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,0,0,"14, 08, 13, 21, 24, 11, 02, 19, 17, 22, 23, 20, 15, 07"
0,DB06481,0,0,1,Manitimus,0,O\C(CCC#C)=C(\C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,0,0,
0,DB06485,0,0,1,Ropidoxuridine,0,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C=NC1=O,0,0,
0,DB06486,0,0,1,Enzastaurin,0,CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(C2CCN(CC3=CC=CC=N3)CC2)C2=CC=CC=C12,0,0,
0,DB06494,0,0,1,Sufugolix,0,CONC(=O)NC1=CC=C(C=C1)C1=C(CN(C)CC2=CC=CC=C2)C2=C(S1)N(CC1=C(F)C=CC=C1F)C(=O)N(C2=O)C1=CC=CC=C1,0,0,
0,DB06497,0,0,1,Aplaviroc,0,[H][C@@]1(NC(=O)C2(CCN(CC3=CC=C(OC4=CC=C(C=C4)C(O)=O)C=C3)CC2)N(CCCC)C1=O)[C@H](O)C1CCCCC1,0,0,
0,DB06499,0,0,1,Furaprofen,0,CC(C(O)=O)C1=CC=CC2=C1OC=C2C1=CC=CC=C1,0,0,
0,DB06504,0,0,1,S-8510,0,C1CC2=C(CO1)C1=C(NC(=N1)C1=NOC=C1)C=N2,0,0,
0,DB06506,0,0,1,Repinotan,0,O=C1N(CCCCNC[C@H]2CCC3=CC=CC=C3O2)S(=O)(=O)C2=CC=CC=C12,0,0,
0,DB06508,0,0,1,GW-559090,0,CC(C)C[C@H](NC(=O)COC1=CC=CC=C1C)C(=O)N[C@@H](CC1=CC=C(OC(=O)N2CCC(CC2)C(N)=O)C=C1)C(O)=O,0,0,
0,DB06510,0,0,1,Muraglitazar,0,COC1=CC=C(OC(=O)N(CC(O)=O)CC2=CC=C(OCCC3=C(C)OC(=N3)C3=CC=CC=C3)C=C2)C=C1,0,0,
0,DB06512,0,0,1,Deramciclane,0,[H][C@]12CC[C@](C)(C1(C)C)[C@@](C2)(OCCN(C)C)C1=CC=CC=C1,0,0,
0,DB06515,0,0,1,Resiniferatoxin,0,[H][C@]12O[C@]3(CC4=CC=CC=C4)O[C@]1(C[C@@]([H])(C)[C@]1(O3)[C@]3([H])C=C(C)C(=O)[C@@]3(O)CC(COC(=O)CC3=CC(OC)=C(O)C=C3)=C[C@@]21[H])C(C)=C,0,0,
0,DB06518,0,0,1,R-1487,0,CN1C(=O)C(OC2=CC=C(F)C=C2F)=CC2=C1N=C(NC1CCOCC1)N=C2,0,0,
0,DB06519,0,0,1,Edaglitazone,0,CC1=C(CCOC2=C3C=CSC3=C(CC3SC(=O)N=C3O)C=C2)N=C(O1)C1=CC=CC=C1,0,0,
0,DB06521,0,0,1,Ertiprotafib,0,CC1=C(C)C2=C(C3=CC(C)=C(O[C@H](CC4=CC=CC=C4)C(O)=O)C(C)=C3)C3=CC=CC=C3C(Br)=C2S1,0,0,
0,DB06523,0,0,1,Levovirin,0,NC(=O)C1=NN(C=N1)[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,0,0,
0,DB06525,0,0,1,Ganstigmine,0,CCC1=C(NC(=O)OC2=CC3=C(C=C2)N(C)[C@H]2ON(C)CC[C@@]32C)C=CC=C1,0,0,
0,DB06527,0,0,1,Tramiprosate,0,NCCCS(O)(=O)=O,0,0,
0,DB06529,0,0,1,Ocinaplon,0,O=C(C1=C2N=CC=C(N2N=C1)C1=CC=NC=C1)C1=CC=CC=N1,0,0,
0,DB06530,0,0,1,Resiquimod,0,CCOCC1=NC2=C(N1CC(C)(C)O)C1=CC=CC=C1NC2=N,0,0,
0,DB06532,0,0,1,Pafuramidine,0,CONC(=N)C1=CC=C(C=C1)C1=CC=C(O1)C1=CC=C(C=C1)C(=N)NOC,0,0,
0,DB06533,0,0,1,Ragaglitazar,0,CCO[C@H](CC1=CC=C(OCCN2C3=CC=CC=C3OC3=C2C=CC=C3)C=C1)C(O)=O,0,0,
0,DB06535,0,0,1,Etilevodopa,0,CCOC(=O)[C@@H](N)CC1=CC=C(O)C(O)=C1,0,0,
0,DB06536,0,0,1,Tesaglitazar,0,CCO[C@@H](CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O,0,0,
0,DB06538,0,0,1,Robalzotan,0,NC(=O)C1=C2C[C@H](COC2=C(F)C=C1)N(C1CCC1)C1CCC1,0,0,
0,DB06543,0,0,1,Astaxanthin,0,C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)[C@@H](O)CC1(C)C,0,0,
0,DB06548,0,0,1,Minodronic acid,0,OC(CC1=CN=C2C=CC=CN12)(P(O)(O)=O)P(O)(O)=O,0,0,
0,DB06549,0,0,1,Labradimil,0,COC1=CC=C(C[C@@H](CN[C@@H](CCCN=C(N)N)C(O)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](CC2=CC=CS2)NC(=O)CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CCCN=C(N)N)C=C1,0,0,
0,DB06554,0,0,1,Gaboxadol,0,O=C1NOC2=C1CCNC2,0,0,
0,DB06555,0,0,1,Siramesine,0,FC1=CC=C(C=C1)N1C=C(CCCCN2CCC3(CC2)OCC2=CC=CC=C32)C2=CC=CC=C12,0,0,
0,DB06558,0,0,1,Tezosentan,0,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=NC=C(C=C2)C(C)C)N=C(N=C1OCCO)C1=CC(=NC=C1)C1=NNN=N1,0,0,
0,DB06569,0,0,1,P-57AS3,0,[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])C[C@@H](OC(=O)C(\C)=C\C)[C@]1(C)[C@H](CC[C@]21O)C(C)=O)O[C@H]1C[C@H](OC)[C@H](O[C@H]2C[C@H](OC)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](OC)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1,0,0,
0,DB06573,0,0,1,Rebimastat,0,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C,0,0,
0,DB06575,0,0,1,Valomaciclovir,0,CC(C)[C@H](N)C(=O)OCC[C@@H](CO)CN1C=NC2=C1N=C(N)NC2=O,0,0,
0,DB06578,0,0,1,Tonabersat,0,CC(=O)C1=CC=C2OC(C)(C)[C@@H](O)[C@@H](NC(=O)C3=CC=C(F)C(Cl)=C3)C2=C1,0,0,
0,DB06579,0,0,1,Adipiplon,0,CCCC1=C(CN2C=CN=C2C2=C(F)C=CC=N2)N=CN2N=C(C)N=C12,0,0,
0,DB06580,0,0,1,Celgosivir,0,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,0,0,
0,DB06581,0,0,1,Bevirimat,0,[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C,0,0,
0,DB06582,0,0,1,Dextofisopam,0,CC[C@@H]1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC=C(OC)C(OC)=C1,0,0,
0,DB06585,0,0,1,Fipamezole,0,CCC1(CC2=CC=C(F)C=C2C1)C1=CNC=N1,0,0,
0,DB06586,0,0,1,Cetilistat,0,CCCCCCCCCCCCCCCCOC1=NC2=C(C=C(C)C=C2)C(=O)O1,0,0,
0,DB06587,0,0,1,Mitemcinal,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C(C)C)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC,0,0,
0,DB06588,0,0,1,Triphendiol,0,COC1=CC=C(C=C1)[C@@H]1[C@@H](COC2=CC(O)=CC=C12)C1=CC=C(O)C=C1,0,0,
1,DB06589,0,0,0,Pazopanib,0,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,0,0,"21, 24, 17, 07, 08, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15"
1,DB06590,0,0,1,Ceftaroline fosamil,0,[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O,0,0,"08, 10, 20, 09, 02, 07, 01, 24, 17, 11, 05, 23, 13, 12, 14"
1,DB06594,0,0,1,Agomelatine,0,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,0,0,"08, 10, 04, 09, 11, 19, 01, 17, 06, 02, 24, 22, 23, 13, 15, 07"
1,DB06595,0,0,1,Midostaurin,0,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,0,0,
0,DB06597,0,0,1,Estradiol sulfamate,0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OS(N)(=O)=O)C=C3CC[C@@]21[H],0,0,
0,DB06598,0,0,1,Brostallicin,0,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC(=O)C4=CC(NC(=O)C(Br)=C)=CN4C)=CN3C)=CN2C)C=C1C(=O)NCCNC(N)=N,0,0,
0,DB06600,0,0,1,Nemonoxacin,0,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC=C1N1C[C@@H](C)C[C@H](N)C1)C1CC1,0,0,
1,DB06603,0,0,1,Panobinostat,0,[H]\C(=C(\[H])C1=CC=C(CNCCC2=C(C)NC3=CC=CC=C23)C=C1)C(O)=NO,0,0,"14, 08, 21, 20, 10, 04, 24, 11, 02, 01, 19, 17, 06, 22, 05, 23, 13, 15, 12, 07"
0,DB06604,0,0,1,Ilepatril,0,[H][C@]12CCC[C@H](N1C(=O)[C@H](CC1=C2C=CC=C1)NC(=O)[C@@H](SC(C)=O)C(C)C)C(O)=O,0,0,
1,DB06605,0,0,0,Apixaban,0,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,0,0,"08, 10, 21, 13, 24, 02, 07, 01, 17, 09, 06, 19, 22, 05, 23, 20, 15, 12, 14"
1,DB06608,0,0,1,Tafenoquine,0,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,0,0,
0,DB06609,0,0,1,Odiparcil,0,[H][C@@]1(O)CS[C@@]([H])(OC2=CC3=C(C=C2)C(C)=CC(=O)O3)[C@]([H])(O)[C@@]1([H])O,0,0,
0,DB06610,0,0,1,Omiganan,0,[H]N=C(N([H])[H])N([H])CCC[C@H](N([H])C(=O)[C@H](CCCN([H])C(=N[H])N([H])[H])N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@@H]1CCCN1C(=O)[C@H](CC1=CN([H])C2=CC=CC=C12)N([H])C(=O)[C@H](CCCN([H])C(=N[H])N([H])[H])N([H])C(=O)[C@H](CC(C)C)N([H])C(=O)[C@@H](N([H])[H])[C@@H](C)CC)C(=O)N([H])[C@@H](CCCCN([H])[H])C(=O)N([H])[H],0,0,
1,DB06614,0,0,1,Peramivir,0,[H][C@@]1([C@@H](NC(C)=O)C(CC)CC)[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,0,0,
1,DB06616,0,0,0,Bosutinib,0,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,0,0,"14, 08, 10, 20, 04, 02, 11, 24, 09, 01, 17, 16, 22, 23, 13, 15, 12, 07"
0,DB06618,0,0,1,Cutamesine,0,COC1=C(OC)C=C(CCN2CCN(CCCC3=CC=CC=C3)CC2)C=C1,0,0,
0,DB06619,0,0,1,Amdoxovir,0,NC1=NC(N)=C2N=CN([C@H]3CO[C@@H](CO)O3)C2=N1,0,0,
0,DB06620,0,0,1,Aplindore,0,O=C1CC2=C3O[C@@H](CNCC4=CC=CC=C4)COC3=CC=C2N1,0,0,
0,DB06622,0,0,1,7-beta-Hydroxyepiandrosterone,0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@@]2([H])C[C@@H](O)CC[C@]12C,0,0,
0,DB06623,0,0,1,Flupirtine,0,CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,0,0,
