adrs,drug_id,name,smile
"08, 21, 13, 04, 02, 24, 19, 01, 17, 11, 07, 06, 09, 22, 05, 23, 20, 15, 14",DB00934,Maprotiline,CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21
"08, 21, 10, 20, 24, 02, 19, 01, 17, 06, 25, 22, 05, 23, 13, 15, 07",DB00937,Diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1
"21, 04, 24, 17, 25, 07, 08, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00938,Salmeterol,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1
"14, 08, 13, 03, 10, 04, 09, 11, 19, 02, 17, 06, 24, 01, 23, 20, 15, 12, 07",DB00939,Meclofenamic acid,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1
"21, 03, 04, 24, 17, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00943,Zalcitabine,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1
"14, 08, 10, 04, 24, 19, 01, 17, 22, 23, 07",DB00945,Acetylsalicylic acid,CC(=O)OC1=CC=CC=C1C(O)=O
"14, 08, 21, 10, 20, 04, 02, 11, 19, 01, 17, 24, 25, 22, 23, 13, 15, 12, 07",DB00947,Fulvestrant,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H]
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB00949,Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
"14, 08, 21, 10, 13, 04, 02, 11, 19, 24, 17, 06, 22, 23, 20, 15, 12, 07",DB00950,Fexofenadine,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
"08, 10, 20, 21, 24, 09, 07, 01, 17, 06, 19, 11, 02, 05, 23, 13, 15, 12, 14",DB00951,Isoniazid,NNC(=O)C1=CC=NC=C1
"21, 04, 24, 17, 07, 08, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00952,Naratriptan,CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1
"14, 08, 21, 10, 20, 04, 02, 11, 19, 24, 17, 06, 22, 23, 13, 15, 12, 07",DB00953,Rizatriptan,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
"14, 08, 21, 10, 13, 04, 02, 24, 19, 01, 17, 11, 22, 23, 20, 15, 12, 07",DB00956,Hydrocodone,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
"03, 04, 24, 17, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 20, 11, 06, 15",DB00958,Carboplatin,[H][N]([H])([H])[Pt]1(OC(=O)C2(CCC2)C(=O)O1)[N]([H])([H])[H]
"21, 03, 04, 24, 17, 07, 08, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00959,Methylprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
"14, 08, 21, 10, 13, 04, 02, 24, 19, 01, 17, 06, 22, 23, 20, 15, 07",DB00960,Pindolol,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
"14, 08, 10, 20, 04, 24, 02, 19, 11, 17, 06, 22, 23, 13, 15, 07",DB00961,Mepivacaine,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C
"21, 04, 24, 17, 25, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00962,Zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N
"08, 10, 24, 17, 06, 23, 12",DB00963,Bromfenac,NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1
"14, 08, 10, 21, 02, 24, 19, 11, 17, 06, 22, 23, 13, 15, 12, 07",DB00964,Apraclonidine,NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1
"21, 04, 24, 17, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB00966,Telmisartan,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O
"14, 08, 21, 20, 10, 04, 02, 11, 19, 24, 17, 09, 22, 23, 13, 15, 07",DB00967,Desloratadine,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1
"14, 08, 21, 26, 10, 02, 09, 19, 01, 24, 11, 17, 22, 05, 23, 13, 15, 12, 07",DB00968,Methyldopa,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O
"21, 04, 24, 17, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00969,Alosetron,CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2
"08, 20, 03, 09, 24, 07, 01, 11, 19, 02, 17, 22, 23, 13, 15, 14",DB00970,Dactinomycin,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C
23,DB00971,Selenium Sulfide,S=[Se]=S
"14, 08, 10, 26, 20, 21, 04, 24, 11, 19, 02, 17, 06, 22, 05, 23, 13, 15, 12, 07",DB00972,Azelastine,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
"08, 10, 09, 11, 02, 24, 17, 01, 25, 19, 22, 23, 13, 15, 07",DB00973,Ezetimibe,O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1
"08, 13, 10, 24, 02, 07, 01, 17, 06, 22, 05, 23, 20, 15, 12, 14",DB00974,Edetic Acid,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
"14, 08, 21, 20, 10, 04, 02, 24, 19, 11, 17, 09, 01, 06, 22, 23, 13, 15, 12, 07",DB00975,Dipyridamole,OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
"14, 08, 10, 21, 04, 09, 11, 19, 02, 17, 24, 01, 06, 22, 23, 13, 15, 07",DB00976,Telithromycin,[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1
"21, 03, 24, 17, 07, 08, 09, 16, 22, 23, 13, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18",DB00977,Ethinylestradiol,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
"21, 04, 24, 17, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00978,Lomefloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12
"08, 13, 10, 24, 02, 19, 11, 17, 06, 25, 22, 23, 20, 07",DB00979,Cyclopentolate,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
"08, 10, 26, 02, 11, 19, 24, 17, 22, 15, 07",DB00980,Ramelteon,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2
"08, 10, 04, 09, 02, 19, 01, 17, 24, 07, 22, 23, 15, 14",DB00981,Physostigmine,[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
"03, 04, 24, 17, 07, 08, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00982,Isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O
"14, 08, 10, 13, 21, 02, 11, 19, 24, 17, 16, 06, 01, 22, 05, 23, 20, 15, 12, 07",DB00983,Formoterol,COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1
"14, 08, 21, 13, 24, 16, 19, 01, 17, 09, 11, 05, 23, 20, 07",DB00984,Nandrolone phenpropionate,[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
"08, 02, 24, 07, 19, 17, 06, 22, 23, 20, 14",DB00985,Dimenhydrinate,CN1C2=C([N-]C(Cl)=N2)C(=O)N(C)C1=O.C[NH+](C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
"14, 08, 10, 24, 11, 09, 01, 17, 02, 19, 06, 22, 23, 20, 15, 12, 07",DB00987,Cytarabine,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
"08, 21, 20, 02, 24, 19, 11, 17, 22, 23, 13, 07",DB00988,Dopamine,NCCC1=CC(O)=C(O)C=C1
"21, 03, 04, 24, 17, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00989,Rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
"14, 08, 10, 21, 20, 09, 24, 11, 02, 17, 16, 01, 19, 06, 22, 23, 13, 15, 12, 07",DB00990,Exemestane,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C
"21, 04, 24, 17, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00991,Oxaprozin,OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
"08, 10, 24, 16, 19, 11, 17, 06, 23, 13, 12, 14",DB00992,Methyl aminolevulinate,COC(=O)CCC(=O)CN
"08, 10, 03, 20, 16, 09, 19, 01, 24, 07, 11, 06, 22, 23, 13, 15, 12, 14",DB00993,Azathioprine,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O
"14, 08, 10, 20, 03, 24, 09, 11, 01, 17, 06, 22, 23, 13, 07",DB00995,Auranofin,CC[P+](CC)(CC)[Au-]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
"21, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00996,Gabapentin,NCC1(CC(O)=O)CCCCC1
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00997,Doxorubicin,COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
"21, 04, 24, 17, 25, 07, 08, 26, 22, 23, 13, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00998,Frovatriptan,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O
"21, 03, 04, 24, 17, 25, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB00999,Hydrochlorothiazide,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
"21, 04, 24, 17, 25, 07, 08, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB01001,Salbutamol,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1
"14, 08, 10, 21, 13, 02, 24, 19, 11, 17, 06, 18, 16, 22, 01, 23, 20, 15, 12, 07",DB01002,Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
"08, 10, 04, 24, 02, 19, 01, 17, 06, 07, 11, 22, 23, 20, 15, 12, 14",DB01003,Cromoglicic acid,OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01004,Ganciclovir,NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1
"14, 08, 10, 03, 13, 24, 02, 19, 01, 17, 11, 06, 16, 22, 09, 23, 20, 15, 12, 07",DB01005,Hydroxyurea,NC(=O)NO
"21, 04, 24, 17, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01006,Letrozole,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
"21, 03, 04, 24, 17, 25, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB01008,Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O
"21, 04, 24, 17, 25, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01009,Ketoprofen,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1
"08, 10, 02, 19, 17, 06, 22, 05, 20, 15, 07",DB01010,Edrophonium,CC[N+](C)(C)C1=CC(O)=CC=C1
"08, 10, 02, 24, 01, 17, 23, 13, 07",DB01011,Metyrapone,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1
"08, 10, 02, 24, 07, 01, 17, 11, 19, 22, 05, 23, 13, 15, 12, 14",DB01012,Cinacalcet,C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
"08, 10, 24, 11, 19, 17, 06, 05, 23, 20, 15, 12, 14",DB01013,Clobetasol propionate,[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
"14, 08, 10, 13, 21, 02, 09, 19, 01, 17, 24, 11, 22, 23, 20, 15, 12, 07",DB01014,Balsalazide,OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O
"14, 08, 10, 20, 04, 24, 11, 19, 01, 17, 06, 09, 02, 22, 05, 23, 13, 15, 12, 07",DB01015,Sulfamethoxazole,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
"08, 13, 10, 03, 24, 11, 02, 01, 17, 06, 09, 07, 22, 25, 05, 23, 20, 15, 12, 14",DB01016,Glyburide,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
"21, 03, 04, 24, 17, 25, 07, 08, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB01017,Minocycline,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2
"14, 08, 13, 10, 21, 04, 02, 11, 24, 19, 17, 06, 01, 09, 22, 23, 20, 15, 07",DB01018,Guanfacine,NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl
"08, 10, 13, 02, 24, 17, 06, 22, 23, 20, 15, 07",DB01019,Bethanechol,CC(C[N+](C)(C)C)OC(N)=O
"14, 08, 21, 13, 10, 04, 02, 24, 19, 11, 17, 06, 01, 22, 23, 20, 15, 12, 07",DB01020,Isosorbide Mononitrate,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O
"08, 10, 09, 24, 02, 01, 17, 22, 23, 13, 15, 12, 14",DB01022,Phylloquinone,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O
"21, 24, 17, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01023,Felodipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB01024,Mycophenolic acid,COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C
"08, 17, 22, 13, 07",DB01025,Amlexanox,CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1
"14, 08, 10, 21, 16, 24, 09, 19, 17, 02, 06, 01, 11, 18, 05, 23, 13, 15, 12, 07",DB01026,Ketoconazole,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
"08, 13, 10, 21, 04, 24, 11, 07, 19, 01, 17, 06, 02, 22, 09, 23, 20, 15, 14",DB01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
"14, 08, 21, 13, 10, 04, 24, 16, 11, 01, 17, 02, 09, 19, 22, 23, 20, 15, 07",DB01030,Topotecan,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
"14, 08, 10, 13, 24, 09, 02, 01, 17, 23, 20, 15, 07",DB01032,Probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
"08, 13, 21, 09, 11, 07, 01, 16, 23, 20, 12, 14",DB01033,Mercaptopurine,S=C1N=CNC2=C1NC=N2
"14, 08, 10, 24, 02, 19, 01, 17, 09, 22, 23, 13, 15, 07",DB01035,Procainamide,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
"08, 10, 13, 04, 24, 11, 19, 07, 17, 06, 02, 01, 22, 09, 23, 20, 15, 14",DB01036,Tolterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
"21, 03, 04, 24, 17, 25, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB01037,Selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C
"21, 03, 04, 24, 17, 25, 07, 08, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB01039,Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
"21, 03, 04, 24, 17, 25, 07, 08, 26, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB01041,Thalidomide,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12
"08, 10, 21, 13, 16, 09, 07, 11, 17, 24, 19, 01, 22, 02, 05, 23, 20, 15, 12, 14",DB01042,Melphalan,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O
"21, 04, 24, 17, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01043,Memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2
"21, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01044,Gatifloxacin,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
"21, 24, 17, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01045,Rifampicin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 20, 11, 15",DB01046,Lubiprostone,[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC
"14, 08, 10, 02, 11, 24, 17, 22, 05, 23, 20, 12, 07",DB01047,Fluocinonide,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
"08, 10, 20, 24, 11, 09, 01, 17, 19, 02, 07, 22, 06, 05, 23, 13, 15, 12, 14",DB01048,Abacavir,NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1
"21, 04, 24, 17, 25, 07, 08, 09, 16, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB01050,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
"08, 21, 20, 10, 04, 02, 11, 19, 07, 17, 24, 01, 06, 22, 25, 23, 13, 15, 12, 14",DB01053,Benzylpenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O
"08, 10, 03, 24, 02, 19, 16, 17, 06, 23, 13, 15, 12, 07",DB01057,Echothiophate,CCOP(=O)(OCC)SCC[N+](C)(C)C
"14, 08, 10, 04, 02, 09, 24, 01, 17, 19, 23, 13, 15, 07",DB01058,Praziquantel,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1
"21, 03, 04, 24, 17, 07, 08, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01059,Norfloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
"08, 10, 13, 21, 24, 11, 19, 01, 09, 02, 17, 06, 22, 16, 23, 20, 15, 12, 07",DB01060,Amoxicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
"21, 04, 24, 17, 25, 07, 08, 26, 22, 23, 13, 12, 14, 10, 02, 19, 20, 11, 06, 18, 15",DB01062,Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
"08, 04, 02, 24, 19, 07, 17, 06, 25, 22, 23, 13, 14",DB01064,Isoprenaline,CC(C)NCC(O)C1=CC(O)=C(O)C=C1
"14, 08, 10, 20, 21, 04, 09, 11, 19, 01, 17, 06, 24, 02, 22, 05, 23, 13, 15, 07",DB01065,Melatonin,COC1=CC=C2NC=C(CCNC(C)=O)C2=C1
"14, 08, 10, 20, 21, 26, 24, 11, 19, 01, 17, 09, 02, 22, 05, 23, 13, 15, 12, 07",DB01066,Cefditoren,[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
"21, 03, 04, 24, 17, 07, 08, 09, 22, 23, 13, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01067,Glipizide,CC1=NC=C(N=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
"21, 04, 24, 17, 25, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01068,Clonazepam,[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
"14, 08, 10, 26, 04, 24, 02, 19, 01, 17, 06, 11, 09, 22, 25, 23, 13, 15, 12, 07",DB01069,Promethazine,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
"21, 04, 24, 17, 25, 07, 08, 26, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01072,Atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
"03, 04, 24, 17, 07, 08, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01073,Fludarabine,NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
"14, 08, 21, 10, 13, 09, 11, 19, 02, 17, 06, 24, 16, 05, 23, 20, 15, 12, 07",DB01074,Perhexiline,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
"08, 21, 10, 04, 02, 24, 19, 07, 17, 06, 01, 11, 22, 05, 23, 20, 15, 14",DB01075,Diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
"21, 04, 24, 17, 25, 07, 08, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 15",DB01076,Atorvastatin,CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC(O)=O)C1=CC=C(F)C=C1)C1=CC=CC=C1
"14, 08, 10, 16, 11, 19, 01, 17, 24, 22, 05, 23, 20, 15, 12, 07",DB01077,Etidronic acid,CC(O)(P(O)(O)=O)P(O)(O)=O
"21, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 20, 11, 06, 18, 15",DB01079,Tegaserod,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2
"21, 03, 04, 24, 17, 25, 07, 08, 26, 16, 09, 22, 23, 13, 12, 14, 10, 02, 19, 01, 05, 20, 11, 06, 18, 15",DB01080,Vigabatrin,NC(CCC(O)=O)C=C
"14, 08, 10, 13, 04, 24, 01, 17, 06, 23, 20, 15, 12, 07",DB01082,Streptomycin,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O
"14, 08, 21, 10, 26, 04, 20, 02, 11, 19, 09, 17, 24, 22, 05, 23, 13, 15, 12, 07",DB01083,Orlistat,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
